id_municipio,ano,pib
3530409,2019,175045000
3532058,2019,87972000
3539103,2019,525826000
3547007,2019,129880000
3554102,2019,17515712000
3554201,2019,86316000
3555356,2019,350004000
4101655,2019,95373000
4108403,2019,3292226000
4109302,2019,369105000
4110706,2019,1902781000
4111100,2019,174411000
4116901,2019,733771000
4123006,2019,374098000
4201406,2019,1941116000
4203204,2019,1682847000
4212502,2019,818900000
4215554,2019,75550000
4215687,2019,52310000
4215703,2019,926449000
4300109,2019,536306000
4301909,2019,334293000
4305173,2019,183438000
4311502,2019,250573000
4311643,2019,54959000
4312385,2019,74298000
4318408,2019,613404000
4320107,2019,1001252000
5007950,2019,197865000
5101308,2019,177353000
5102686,2019,1335662000
5102793,2019,179931000
5107768,2019,515850000
5107883,2019,38980000
5107958,2019,3426316000
5200258,2019,2023192000
5203500,2019,837618000
5205406,2019,648462000
5210802,2019,105490000
5212501,2019,4088683000
1300201,2019,150688000
1300607,2019,347115000
1301001,2019,336549000
1302009,2019,129499000
1304302,2019,302863000
1400159,2019,315224000
1505536,2019,23001043000
1505700,2019,221526000
1600501,2019,461142000
1600550,2019,71221000
1703057,2019,103147000
1703305,2019,134102000
1717206,2019,57087000
2101806,2019,42519000
2103109,2019,68655000
2105203,2019,93195000
2105922,2019,74217000
2111102,2019,273242000
2203859,2019,22023000
2302602,2019,718819000
2305506,2019,1707581000
2306603,2019,136853000
2308104,2019,420912000
2312601,2019,110167000
2403004,2019,111036000
2410900,2019,71128000
2501401,2019,88851000
2501534,2019,44410000
2504405,2019,180181000
2504504,2019,60220000
2506103,2019,93281000
2508109,2019,40085000
2511202,2019,414401000
2602100,2019,528716000
2610905,2019,732154000
2801504,2019,457996000
2805208,2019,76712000
2902252,2019,89532000
2911105,2019,1854012000
2913606,2019,4343378000
2915700,2019,89339000
2927804,2019,59089000
2932002,2019,204868000
2933174,2019,105389000
3109501,2019,197753000
3117876,2019,1298480000
3122603,2019,46536000
3124203,2019,426063000
3133204,2019,126447000
3138302,2019,41708000
3139250,2019,51992000
3140605,2019,47777000
3144102,2019,427622000
3144672,2019,44366000
3146107,2019,3143225000
3146503,2019,317393000
3146552,2019,49801000
3148202,2019,100166000
3148608,2019,211117000
3155009,2019,50301000
3163409,2019,55861000
3170206,2019,37638742000
3305554,2019,4159296000
3509205,2019,19461581000
3510401,2019,2182307000
3517802,2019,269280000
3518107,2019,161421000
3524808,2019,1621210000
3529906,2019,414715000
3537156,2019,134312000
3539806,2019,4482510000
3545407,2019,224641000
3553302,2019,578289000
4108957,2019,234324000
4110508,2019,467595000
4117271,2019,131120000
4119301,2019,1573048000
4120408,2019,151374000
4201901,2019,176919000
4203253,2019,136745000
4203709,2019,205870000
4207908,2019,334990000
4213807,2019,169564000
4218756,2019,142172000
4220000,2019,242538000
4302105,2019,6352300000
4305801,2019,325042000
4306452,2019,108957000
4309050,2019,266650000
4311304,2019,1145514000
4315149,2019,165020000
5000609,2019,972520000
5003454,2019,303946000
5106315,2019,41407000
5106802,2019,511317000
5200555,2019,943152000
5200852,2019,76491000
5203559,2019,103893000
5215900,2019,144175000
1100940,2019,385069000
1101609,2019,191524000
1500131,2019,84902000
1504208,2019,11406386000
1718451,2019,63502000
2101772,2019,82340000
2105500,2019,213700000
2106706,2019,181018000
2109007,2019,517130000
2111201,2019,2122860000
2111763,2019,145954000
2202653,2019,47447000
2205581,2019,54443000
2302206,2019,873849000
2311801,2019,1100469000
2400109,2019,129939000
2401503,2019,40372000
2408706,2019,47123000
2512507,2019,508783000
2515005,2019,68316000
2602605,2019,430379000
2603702,2019,206759000
2604502,2019,215584000
2608008,2019,134584000
2610509,2019,232538000
2610806,2019,242611000
2616100,2019,77953000
2702553,2019,116730000
2703304,2019,131983000
2803906,2019,165572000
2901106,2019,340719000
2901353,2019,183430000
2903805,2019,129646000
2905800,2019,360123000
2907905,2019,133922000
2910750,2019,213035000
2911303,2019,139915000
2911659,2019,55690000
2915809,2019,248661000
2916807,2019,282480000
2917607,2019,580258000
2922250,2019,146581000
2923407,2019,181840000
2924504,2019,306977000
2930808,2019,125618000
3101003,2019,214121000
3104452,2019,53290000
3113909,2019,195351000
3116803,2019,91696000
3116902,2019,121115000
3117900,2019,206699000
3120151,2019,58971000
3126901,2019,100877000
3134905,2019,811531000
3141009,2019,145193000
3144706,2019,367331000
3145059,2019,109714000
3146750,2019,54767000
3148004,2019,4957415000
3149309,2019,1532542000
3150109,2019,68578000
3150307,2019,78856000
3150539,2019,48041000
3153103,2019,53255000
3160959,2019,67337000
3166600,2019,19147000
3168309,2019,49840000
3169356,2019,2471820000
3202256,2019,188584000
3203502,2019,340465000
3205036,2019,335602000
3300902,2019,353667000
3302809,2019,350314000
3303807,2019,2760234000
3305000,2019,7968880000
3502754,2019,3451347000
3503901,2019,6489059000
3517208,2019,178803000
3519071,2019,14738378000
3523008,2019,95346000
3523305,2019,330154000
3525805,2019,53622000
3526407,2019,1150212000
3542107,2019,326687000
3543501,2019,68258000
3557154,2019,93727000
4100103,2019,188631000
4101903,2019,439268000
4107546,2019,119763000
4113759,2019,90149000
4114104,2019,622340000
4115705,2019,793659000
4116604,2019,75792000
4200309,2019,161868000
4201653,2019,115566000
4207759,2019,99225000
4211207,2019,665754000
4218251,2019,190135000
4300471,2019,163358000
4301636,2019,240933000
4302808,2019,865350000
4304101,2019,89064000
4304614,2019,49512000
4304903,2019,477800000
4306379,2019,144234000
4309506,2019,289015000
4311130,2019,200329000
4314555,2019,65488000
4315305,2019,480597000
4315909,2019,194814000
4317756,2019,112751000
4320305,2019,232895000
4323804,2019,553472000
5007307,2019,105601000
5008305,2019,10354989000
5105234,2019,256054000
5107008,2019,532145000
5107776,2019,150327000
5201504,2019,316352000
5213806,2019,1414449000
5219001,2019,174059000
5219605,2019,64261000
1101476,2019,61854000
1200427,2019,190863000
1200500,2019,539331000
1302801,2019,140342000
1501204,2019,473026000
1503606,2019,2041945000
1506005,2019,295872000
1506351,2019,180878000
1600238,2019,494108000
1600303,2019,11422998000
1703891,2019,43338000
2104008,2019,143256000
2110500,2019,270449000
2110906,2019,75982000
2111748,2019,88625000
2202117,2019,42199000
2207504,2019,115457000
2208551,2019,25069000
2401453,2019,642508000
2402204,2019,578376000
2402907,2019,42960000
2500304,2019,276069000
2513356,2019,31237000
2514602,2019,29332000
2600203,2019,176836000
2701357,2019,62310000
2701704,2019,189975000
2706307,2019,943218000
2804003,2019,338129000
2807501,2019,124606000
2900603,2019,45792000
2900702,2019,4349226000
2904753,2019,138206000
2906501,2019,4217672000
2910305,2019,63184000
2912806,2019,288458000
2916302,2019,289435000
2923605,2019,219748000
2923902,2019,87816000
2926806,2019,106437000
2929255,2019,126859000
2931202,2019,178403000
2931350,2019,2629252000
2932457,2019,143772000
2932507,2019,268362000
3102407,2019,53158000
3109303,2019,774309000
3110806,2019,44374000
3111002,2019,323746000
3116001,2019,65254000
3134004,2019,127388000
3135605,2019,98255000
3138658,2019,77185000
3141702,2019,49946000
3141900,2019,97594000
3145505,2019,36443000
3149150,2019,92108000
3152131,2019,42171000
3167103,2019,259739000
3169000,2019,295811000
3170909,2019,167373000
3300951,2019,424146000
3304128,2019,277991000
3304201,2019,8565370000
3305133,2019,179374000
3500758,2019,105393000
3513207,2019,206687000
3513900,2019,311555000
3516804,2019,73741000
3516903,2019,235366000
3532157,2019,111071000
3532801,2019,168676000
3538006,2019,8473807000
3546207,2019,131784000
3549201,2019,45448000
3551108,2019,162276000
3551801,2019,328716000
3554656,2019,31055000
3556305,2019,1013010000
4104600,2019,1285366000
4107736,2019,186597000
4109203,2019,127002000
4115754,2019,308914000
4115804,2019,1953469000
4117701,2019,1344846000
4118857,2019,183020000
4121703,2019,603046000
4123204,2019,112937000
4124202,2019,51012000
4128203,2019,1604233000
4202602,2019,313756000
4205001,2019,414716000
4207577,2019,162267000
4207650,2019,293624000
4210407,2019,199859000
4211652,2019,90211000
4211876,2019,41042000
4215901,2019,73700000
4219507,2019,1899160000
4310876,2019,116645000
4312401,2019,3925347000
4313086,2019,71268000
4313953,2019,393691000
4314548,2019,58509000
4315404,2019,178090000
4316600,2019,641136000
4317004,2019,209706000
4322376,2019,72263000
4322525,2019,91123000
5005707,2019,1908762000
5104500,2019,73525000
5106232,2019,688308000
5107404,2019,65721000
5212055,2019,32472000
1200104,2019,454009000
1301704,2019,721855000
1302405,2019,500460000
1400050,2019,307361000
1400209,2019,369912000
1501006,2019,123024000
1501402,2019,32372971000
1507979,2019,470503000
1508100,2019,5301010000
1702406,2019,209124000
1703883,2019,41448000
1704600,2019,24002000
1707207,2019,108151000
2104602,2019,102441000
2107605,2019,124816000
2109403,2019,78443000
2109759,2019,51008000
2112100,2019,170039000
2112233,2019,331756000
2201739,2019,52380000
2201919,2019,56449000
2209005,2019,53902000
2210805,2019,179019000
2211407,2019,35449000
2211704,2019,33832000
2302008,2019,194427000
2302800,2019,888885000
2303501,2019,919612000
2304350,2019,226039000
2305605,2019,248133000
2306801,2019,126446000
2308351,2019,140528000
2309409,2019,240486000
2309706,2019,1024547000
2312809,2019,52134000
2404101,2019,105461000
2407252,2019,40660000
2409605,2019,30189000
2413300,2019,51173000
2414753,2019,38133000
2414803,2019,117249000
2506202,2019,29974000
2509156,2019,69767000
2509800,2019,81247000
2510659,2019,20121000
2510907,2019,137826000
2514453,2019,48449000
2516003,2019,300660000
2604908,2019,96364000
2605905,2019,232992000
2607109,2019,38523000
2608453,2019,279118000
2608750,2019,384123000
2611408,2019,165871000
2703759,2019,254848000
2704708,2019,2404106000
2800704,2019,89202000
2801702,2019,209635000
2903409,2019,319978000
2906600,2019,119791000
2909406,2019,137320000
2914505,2019,262320000
2915601,2019,948865000
2920700,2019,251314000
2924900,2019,67434000
2929354,2019,51832000
2929370,2019,88674000
2930709,2019,5556726000
2933455,2019,132508000
3105400,2019,818156000
3106804,2019,32558000
3108206,2019,193711000
3109402,2019,448007000
3114550,2019,303807000
3115474,2019,44451000
3119005,2019,60956000
3120508,2019,185220000
3124807,2019,277634000
3125606,2019,62729000
3126000,2019,123287000
3127909,2019,31580000
3131703,2019,7254371000
3132909,2019,178142000
3137106,2019,141243000
3137403,2019,271466000
3152501,2019,8796074000
3153202,2019,52007000
3161403,2019,52569000
3161809,2019,239927000
3171808,2019,160890000
3204351,2019,389854000
3303708,2019,1005739000
3304300,2019,1555794000
3501400,2019,50648000
3509502,2019,65837258000
3516002,2019,212714000
3528858,2019,229125000
3533007,2019,435114000
3535101,2019,122779000
3536802,2019,92689000
3537206,2019,153284000
3540606,2019,2997482000
3541406,2019,8395327000
3544608,2019,115823000
3545308,2019,1939188000
3552304,2019,180322000
3552502,2019,12067608000
4100400,2019,1629324000
4106407,2019,1688570000
4111506,2019,832002000
4111803,2019,1276678000
4113304,2019,789610000
4113502,2019,593795000
4114807,2019,1495593000
4115200,2019,19311240000
4118907,2019,458752000
4120101,2019,113716000
4122503,2019,386646000
4125001,2019,262084000
4125555,2019,54668000
4126504,2019,700387000
4128708,2019,349886000
4203956,2019,916327000
4206751,2019,52596000
4207858,2019,38884000
4209458,2019,50328000
4210605,2019,559154000
4211405,2019,184257000
4211504,2019,631176000
4211900,2019,5981661000
4214102,2019,51270000
4301503,2019,321340000
4301552,2019,110239000
4302584,2019,131221000
4302907,2019,339299000
4304853,2019,44003000
4306106,2019,3792122000
4308508,2019,1232887000
4308656,2019,133812000
4310413,2019,68409000
4311734,2019,59150000
4312203,2019,110557000
4312427,2019,100605000
4315750,2019,130227000
4317400,2019,1590406000
4321634,2019,96649000
4323200,2019,166678000
5101605,2019,92669000
5103437,2019,121497000
5107107,2019,377996000
5210158,2019,57081000
5214879,2019,45530000
5217104,2019,829623000
1200351,2019,194430000
1200401,2019,9130749000
1400282,2019,158894000
1501501,2019,1558563000
1503077,2019,220325000
1600402,2019,290148000
1705508,2019,798814000
1712009,2019,68531000
1712405,2019,38793000
1716307,2019,70372000
1718006,2019,34867000
1720978,2019,89557000
1722081,2019,134885000
2102804,2019,352797000
2104057,2019,944775000
2104305,2019,415681000
2105104,2019,161612000
2105906,2019,116404000
2112001,2019,1206681000
2200954,2019,22661000
2201606,2019,82371000
2203230,2019,199742000
2206407,2019,92069000
2206803,2019,70976000
2207108,2019,23544000
2209807,2019,45105000
2210508,2019,115369000
2300903,2019,113872000
2304905,2019,87569000
2307304,2019,4868984000
2507309,2019,135502000
2508406,2019,26142000
2510006,2019,58979000
2515104,2019,94617000
2600302,2019,278569000
2606200,2019,9674189000
2608602,2019,120068000
2609105,2019,192086000
2701001,2019,352915000
2802809,2019,193016000
2803104,2019,58623000
2918555,2019,59664000
2924108,2019,43914000
2925253,2019,114483000
3114303,2019,740056000
3117603,2019,275402000
3120201,2019,189079000
3120839,2019,56985000
3126109,2019,1793308000
3127602,2019,152275000
3130606,2019,95113000
3131802,2019,124219000
3135704,2019,94152000
3135803,2019,250848000
3137700,2019,312780000
3148905,2019,98273000
3160900,2019,63258000
3162708,2019,235296000
3162948,2019,791914000
3200169,2019,138666000
3200300,2019,357763000
3200359,2019,90121000
3204658,2019,465991000
3204906,2019,2393051000
3504602,2019,389811000
3508405,2019,5346934000
3510302,2019,311625000
3511409,2019,807349000
3518701,2019,9097210000
3520905,2019,389616000
3521200,2019,57933000
3521408,2019,2008031000
3526100,2019,347021000
3527405,2019,450828000
3534203,2019,429570000
3537503,2019,241771000
3538303,2019,57520000
3544905,2019,364293000
3546504,2019,102231000
3550803,2019,297492000
3552601,2019,249499000
3554409,2019,146221000
4100301,2019,218147000
4104907,2019,2765054000
4105607,2019,413828000
4107652,2019,2503498000
4108452,2019,123663000
4111258,2019,515862000
4112108,2019,769199000
4112207,2019,155432000
4114708,2019,100070000
4115853,2019,196924000
4117057,2019,220812000
4117222,2019,337611000
4117909,2019,2141859000
4120853,2019,171776000
4126900,2019,130889000
4128633,2019,69083000
4200804,2019,143489000
4204301,2019,3723579000
4207601,2019,87808000
4300406,2019,2138815000
4300877,2019,193184000
4301008,2019,1252990000
4303608,2019,178748000
4304671,2019,211935000
4308052,2019,61200000
4311270,2019,91485000
4313300,2019,1303643000
4317954,2019,74083000
4320321,2019,93338000
4322707,2019,700555000
4322855,2019,70012000
5003306,2019,895095000
5005103,2019,302061000
5107925,2019,6239123000
5219506,2019,46343000
5220686,2019,121377000
5221858,2019,2731137000
1100031,2019,139976000
1301803,2019,177141000
1501709,2019,1162529000
1501808,2019,806109000
1503705,2019,580326000
1507961,2019,71267000
1718204,2019,1869765000
1718501,2019,47723000
2101509,2019,203590000
2102507,2019,109247000
2112274,2019,49165000
2200905,2019,49780000
2201572,2019,33424000
2202406,2019,93753000
2207793,2019,29440000
2208106,2019,98070000
2210623,2019,38448000
2301307,2019,170052000
2301604,2019,196575000
2302701,2019,267501000
2313807,2019,295526000
2401701,2019,92606000
2404507,2019,1686496000
2406007,2019,59111000
2406403,2019,36237000
2414001,2019,185503000
2501906,2019,189864000
2504207,2019,45261000
2507507,2019,20846014000
2508000,2019,75825000
2511509,2019,103679000
2511707,2019,49336000
2512762,2019,47441000
2604106,2019,7962014000
2611705,2019,199237000
2616183,2019,65421000
2703106,2019,218611000
2705002,2019,246086000
2706000,2019,83982000
2708006,2019,562748000
2801207,2019,2651943000
2801900,2019,50202000
2901205,2019,184992000
2919009,2019,63198000
2920452,2019,86509000
2920908,2019,135009000
2927705,2019,428547000
2928604,2019,834305000
2933257,2019,74431000
3104809,2019,63957000
3111309,2019,156704000
3118205,2019,379147000
3119302,2019,1015530000
3125309,2019,51675000
3125952,2019,110067000
3134707,2019,110298000
3138104,2019,124093000
3139706,2019,164063000
3142205,2019,247762000
3166105,2019,36398000
3169307,2019,2456201000
3302304,2019,151483000
3501301,2019,547949000
3507308,2019,397804000
3511102,2019,4365998000
3511300,2019,370510000
3512001,2019,965665000
3528700,2019,105085000
3547502,2019,690525000
3549508,2019,171700000
3552007,2019,76074000
3554508,2019,1851849000
3556503,2019,2931142000
4103404,2019,65040000
4103701,2019,4115561000
4114203,2019,1494797000
4114351,2019,55587000
4121356,2019,133078000
4123808,2019,339174000
4124103,2019,1244565000
4124608,2019,317464000
4128401,2019,272404000
4202131,2019,153403000
4202578,2019,53805000
4205175,2019,50587000
4209201,2019,105167000
4209854,2019,115381000
4219150,2019,65621000
4300901,2019,1004596000
4305207,2019,774572000
4305900,2019,303054000
4311775,2019,139339000
4315321,2019,169032000
4319000,2019,999036000
4320230,2019,118509000
4320578,2019,67773000
4321857,2019,146919000
4322400,2019,2885430000
5001904,2019,840701000
5002803,2019,120271000
5102678,2019,2367716000
5104906,2019,181285000
5105200,2019,317383000
5105580,2019,336521000
5106851,2019,55182000
5203962,2019,77578000
5204607,2019,60107000
5204854,2019,121961000
5207253,2019,237435000
5212709,2019,87659000
5213087,2019,906283000
5219803,2019,176868000
1300706,2019,444283000
1506161,2019,494992000
1506609,2019,291091000
1718709,2019,54777000
1721257,2019,55980000
2108454,2019,202702000
2110237,2019,66746000
2110302,2019,1864002000
2111805,2019,167190000
2201556,2019,38369000
2201960,2019,58836000
2205151,2019,52968000
2205276,2019,44977000
2206357,2019,50060000
2206506,2019,66593000
2207850,2019,31459000
2209302,2019,53270000
2301109,2019,1406372000
2310100,2019,93879000
2404903,2019,69941000
2408805,2019,333657000
2501005,2019,172769000
2501708,2019,65331000
2505204,2019,63757000
2509305,2019,204886000
2513307,2019,53391000
2513943,2019,24657000
2516805,2019,74812000
2602407,2019,157478000
2602704,2019,109169000
2605608,2019,166482000
2606903,2019,96212000
2608701,2019,114156000
2609006,2019,278065000
2611002,2019,1462418000
2611804,2019,432568000
2900405,2019,129713000
2902054,2019,243425000
2902807,2019,261735000
2912905,2019,179152000
2913507,2019,211502000
2926657,2019,79049000
2929404,2019,136611000
3100203,2019,517691000
3102209,2019,41847000
3103801,2019,127176000
3110400,2019,38536000
3116308,2019,57591000
3119708,2019,49958000
3122207,2019,69140000
3138005,2019,81397000
3140803,2019,564646000
3142502,2019,33845000
3149705,2019,237567000
3155702,2019,774356000
3155801,2019,356775000
3160454,2019,55868000
3165701,2019,95845000
3201308,2019,9962712000
3204005,2019,250151000
3302007,2019,7950438000
3500105,2019,1191134000
3500303,2019,1046725000
3512506,2019,165601000
3515806,2019,35381000
3527702,2019,75853000
3529203,2019,514053000
3533304,2019,46234000
3540200,2019,1111994000
3540903,2019,804471000
3553104,2019,93633000
4102109,2019,739017000
4104402,2019,324858000
4107157,2019,103450000
4111902,2019,808537000
4116505,2019,41178000
4126678,2019,299476000
4126801,2019,524473000
4127601,2019,328262000
4203303,2019,559620000
4210902,2019,118964000
4216305,2019,922007000
4218202,2019,1968870000
4218301,2019,1150788000
4302378,2019,61844000
4302501,2019,324590000
4304622,2019,197708000
4305116,2019,83182000
4309654,2019,195910000
4309803,2019,234310000
4311627,2019,314414000
4312625,2019,51823000
4321451,2019,1529742000
5003488,2019,212900000
5101852,2019,319587000
5105150,2019,1090852000
5204300,2019,816501000
1101807,2019,146544000
1302603,2019,84566043000
1303569,2019,439400000
1505304,2019,2085534000
1506583,2019,498864000
1508357,2019,4092449000
1700251,2019,53962000
1701903,2019,143577000
1703867,2019,364925000
1715259,2019,30854000
1720150,2019,23269000
1720903,2019,236755000
2107209,2019,76513000
2108900,2019,152205000
2201945,2019,46518000
2202778,2019,57681000
2202802,2019,50761000
2210052,2019,50567000
2304301,2019,188454000
2304707,2019,394753000
2306504,2019,145819000
2403756,2019,34642000
2501153,2019,20538000
2502607,2019,55214000
2508604,2019,181993000
2513505,2019,43959000
2603504,2019,160739000
2605806,2019,122292000
2607901,2019,15155644000
2610707,2019,5069422000
2613503,2019,290107000
2614006,2019,138026000
2708303,2019,363473000
2806404,2019,82464000
2901957,2019,64996000
2902401,2019,110080000
2902906,2019,389634000
2904902,2019,441788000
2908309,2019,179066000
2923001,2019,497768000
2926004,2019,396045000
2932705,2019,236837000
3104007,2019,6444635000
3107109,2019,773463000
3107802,2019,143996000
3109006,2019,2517194000
3120300,2019,46948000
3120409,2019,122623000
3125507,2019,36826000
3127305,2019,97861000
3144508,2019,311644000
3145372,2019,54352000
3148509,2019,74685000
3148707,2019,311932000
3158607,2019,41527000
3160702,2019,1009229000
3161502,2019,220977000
3164308,2019,238706000
3170057,2019,135867000
3203403,2019,441085000
3204500,2019,205461000
3300704,2019,11521218000
3304524,2019,7745325000
3500600,2019,146025000
3503703,2019,877119000
3504206,2019,311982000
3506102,2019,3311922000
3510203,2019,948371000
3514502,2019,241847000
3515301,2019,50602000
3523404,2019,6397776000
3524204,2019,138203000
3532603,2019,328812000
3534302,2019,1903712000
3544004,2019,1377364000
3549250,2019,37911000
3551306,2019,333625000
3551900,2019,240790000
3553658,2019,38571000
3553906,2019,121375000
4103370,2019,167846000
4105102,2019,214356000
4121752,2019,166859000
4122800,2019,94412000
4126652,2019,99559000
4127007,2019,376618000
4127965,2019,431309000
4201802,2019,100719000
4204350,2019,299679000
4206405,2019,347379000
4213401,2019,226706000
4213708,2019,552288000
4214300,2019,137059000
4300307,2019,118596000
4305306,2019,463225000
4310538,2019,121764000
4310702,2019,66157000
4318465,2019,49761000
5001508,2019,381430000
5103809,2019,59449000
5104104,2019,880823000
5106505,2019,565203000
5107875,2019,2590391000
5202601,2019,67550000
5203401,2019,187131000
5204409,2019,498419000
5205901,2019,599330000
5208905,2019,535065000
5210901,2019,379227000
5212600,2019,59517000
1303403,2019,1225444000
1504000,2019,423763000
1504406,2019,220111000
1701002,2019,148477000
1709302,2019,697324000
1712504,2019,146974000
2100600,2019,305979000
2102002,2019,317567000
2102325,2019,547038000
2102705,2019,130391000
2104073,2019,81424000
2104701,2019,41006000
2106003,2019,147935000
2106508,2019,165288000
2111672,2019,40813000
2111722,2019,77630000
2209500,2019,33638000
2303659,2019,113083000
2306553,2019,615078000
2310704,2019,494670000
2311603,2019,342557000
2312106,2019,134270000
2401008,2019,540241000
2409407,2019,613781000
2410256,2019,153761000
2413706,2019,47709000
2503209,2019,2921992000
2503506,2019,133639000
2505238,2019,60490000
2605202,2019,1079199000
2614105,2019,555501000
2701209,2019,101777000
2807402,2019,584893000
2902708,2019,380201000
2904852,2019,129984000
2905404,2019,1057387000
2908101,2019,297690000
2909109,2019,140893000
2909208,2019,147258000
2909703,2019,122781000
2914109,2019,84351000
2922003,2019,2211277000
2922656,2019,121806000
2925105,2019,498244000
2925402,2019,90655000
2929206,2019,10714391000
3100401,2019,55935000
3100807,2019,62161000
3106507,2019,103330000
3108602,2019,348067000
3109600,2019,46799000
3112901,2019,76347000
3119401,2019,1790722000
3123403,2019,55161000
3127503,2019,54420000
3135407,2019,1225207000
3142254,2019,39551000
3147105,2019,3122895000
3152907,2019,148626000
3153004,2019,86745000
3154804,2019,210471000
3158508,2019,95008000
3159100,2019,40624000
3167004,2019,29345000
3169505,2019,63853000
3170438,2019,105938000
3301405,2019,376627000
3301702,2019,45373762000
3306305,2019,11017493000
3506805,2019,229691000
3510609,2019,6160192000
3514908,2019,742914000
3518305,2019,1490963000
3520608,2019,72599000
3537305,2019,1613444000
3539301,2019,2870650000
3545605,2019,328297000
3549300,2019,46711000
3554300,2019,537645000
3555208,2019,39288000
4102000,2019,1172157000
4106506,2019,673493000
4110656,2019,77078000
4113007,2019,224307000
4113429,2019,84086000
4113734,2019,314183000
4115507,2019,80860000
4117107,2019,344913000
4121604,2019,258150000
4123303,2019,274850000
4125308,2019,260324000
4125704,2019,1094370000
4203600,2019,2193961000
4205431,2019,56822000
4208005,2019,307917000
4210308,2019,210544000
4213500,2019,1262036000
4214607,2019,207608000
4304655,2019,320955000
4304663,2019,551889000
4305454,2019,308136000
4308003,2019,218912000
4312476,2019,210124000
4313375,2019,1814029000
4320651,2019,59173000
4321907,2019,919889000
5000906,2019,374115000
5005152,2019,288712000
5104203,2019,419305000
5106455,2019,88849000
5108105,2019,149522000
5202353,2019,131762000
5205059,2019,103881000
5209903,2019,179082000
5219100,2019,106050000
1200013,2019,253152000
1301407,2019,478814000
1301506,2019,172414000
1301654,2019,130114000
1302108,2019,65857000
1303908,2019,280976000
1700707,2019,335148000
1703206,2019,72861000
1703826,2019,29234000
2104107,2019,160426000
2110658,2019,174047000
2114007,2019,441978000
2200806,2019,86325000
2204105,2019,38371000
2206001,2019,44984000
2206605,2019,168812000
2207934,2019,24398000
2208601,2019,25126000
2209153,2019,37236000
2300101,2019,94460000
2304004,2019,175912000
2305407,2019,613304000
2308500,2019,342724000
2309805,2019,126746000
2312007,2019,229989000
2403251,2019,5615596000
2403509,2019,87619000
2405603,2019,177065000
2407005,2019,80566000
2407302,2019,74778000
2407807,2019,242830000
2408409,2019,49447000
2408904,2019,343218000
2509503,2019,48751000
2509909,2019,85890000
2615409,2019,710556000
2701407,2019,521383000
2702801,2019,213006000
2705309,2019,57938000
2706901,2019,539244000
2709400,2019,415697000
2802007,2019,151315000
2806305,2019,162305000
2901809,2019,72895000
2903235,2019,99899000
2905602,2019,299025000
2907806,2019,296587000
2917300,2019,320518000
2917359,2019,579708000
2918357,2019,234551000
2920502,2019,550972000
2927903,2019,69904000
2928000,2019,375948000
2930774,2019,755226000
3102902,2019,159207000
3104106,2019,298612000
3105103,2019,568558000
3106101,2019,51840000
3108008,2019,318506000
3110608,2019,1562750000
3110707,2019,276889000
3122108,2019,55053000
3123858,2019,54050000
3128907,2019,222517000
3129905,2019,48744000
3132305,2019,97205000
3142601,2019,173139000
3151305,2019,172757000
3155207,2019,49835000
3159209,2019,168317000
3161650,2019,42004000
3163102,2019,92773000
3165503,2019,61284000
3170529,2019,134171000
3170800,2019,812466000
3171105,2019,112503000
3300209,2019,3686098000
3301603,2019,214616000
3305802,2019,5229226000
3503158,2019,33932000
3505302,2019,1287035000
3506359,2019,1830459000
3509304,2019,157030000
3509957,2019,108917000
3518008,2019,34469000
3519402,2019,245287000
3519907,2019,254802000
3520301,2019,1260303000
3520806,2019,133455000
3524105,2019,1587623000
3526704,2019,3377382000
3534708,2019,3309539000
3538709,2019,27875682000
3540853,2019,32824000
3541703,2019,657293000
3542503,2019,146593000
3543253,2019,195687000
3550100,2019,1125374000
3550704,2019,3496263000
3551009,2019,5557201000
3551603,2019,742511000
4104501,2019,589112000
4107405,2019,216294000
4116703,2019,554968000
4122008,2019,627997000
4206900,2019,470948000
4207007,2019,2556326000
4301859,2019,46291000
4304804,2019,2769095000
4307005,2019,5519057000
4311759,2019,268322000
4312005,2019,54876000
4312708,2019,399904000
4312757,2019,171645000
4317202,2019,3194725000
4317301,2019,1249287000
4317608,2019,1440255000
4317905,2019,598846000
4318309,2019,1803795000
4318804,2019,1267863000
4322152,2019,80899000
5000708,2019,500752000
5004502,2019,810886000
5103007,2019,717207000
5103379,2019,226905000
5202809,2019,50449000
5203906,2019,321306000
5205000,2019,361140000
5216452,2019,415148000
5218391,2019,57937000
1302207,2019,115621000
1501303,2019,5364844000
1504752,2019,170177000
1507201,2019,345699000
1600212,2019,82949000
1703107,2019,95742000
1710706,2019,68623000
2100907,2019,269517000
2106904,2019,234000000
2107357,2019,140927000
2200400,2019,450597000
2201101,2019,83961000
2202109,2019,47867000
2202703,2019,234172000
2302503,2019,677365000
2303907,2019,95474000
2306207,2019,69563000
2311108,2019,157288000
2404705,2019,156493000
2405801,2019,930423000
2411809,2019,52976000
2413805,2019,28278000
2500536,2019,43762000
2500775,2019,85300000
2508307,2019,280830000
2513000,2019,27904000
2600609,2019,138073000
2610004,2019,859445000
2706208,2019,39043000
2706448,2019,169741000
2903201,2019,5055223000
2909000,2019,60569000
2910057,2019,3001825000
2924058,2019,105307000
2930303,2019,158733000
3100302,2019,203535000
3107406,2019,1401162000
3109907,2019,274465000
3113008,2019,174016000
3114907,2019,47961000
3115607,2019,19636000
3118700,2019,155393000
3121902,2019,49479000
